Unnamed: 0,claim_id,claim,claim_label,evidences,stance_label,rationale,confidence
1495,3051,"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",DISPUTED,"[{'evidence_id': 'Climate change (general concept):229', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Climate change (general concept)', 'evidence': 'Climate change means a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'El Niño:6', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'El Niño', 'evidence': 'The ENSO cycle, including both El Niño and La Niña, causes global changes in temperature and rainfall.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Global warming:52', 'evidence_label': 'REFUTES', 'article': 'Global warming', 'evidence': 'Scientists have determined that the major factors causing the current climate change are greenhouse gases, land use changes, and aerosols and soot.', 'entropy': 0.6365141682948128, 'votes': ['REFUTES', 'REFUTES', 'SUPPORTS', None, None]}, {'evidence_id': 'Scientific consensus on climate change:130', 'evidence_label': 'SUPPORTS', 'article': 'Scientific consensus on climate change', 'evidence': 'The introduction includes this statement: There is strong evidence that the warming of the Earth over the last half-century has been caused largely by human activity, such as the burning of fossil fuels and changes in land use, including agriculture and deforestation.', 'entropy': 0.6365141682948128, 'votes': ['REFUTES', 'SUPPORTS', 'SUPPORTS', None, None]}, {'evidence_id': 'Scientific consensus on climate change:692', 'evidence_label': 'SUPPORTS', 'article': 'Scientific consensus on climate change', 'evidence': 'While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases.', 'entropy': 0.6365141682948128, 'votes': ['REFUTES', 'SUPPORTS', 'SUPPORTS', None, None]}]",REFUTES,"Asserts that after removing natural variability there is no significant change in human-caused warming, disputing recent global warming evidence.",0.78
1364,2768,The long term trend from albedo is that of cooling.,SUPPORTS,"[{'evidence_id': 'Albedo:114', 'evidence_label': 'SUPPORTS', 'article': 'Albedo', 'evidence': 'The scattering of radiation causes atmospheric cooling, whereas absorption can cause atmospheric warming.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Albedo:53', 'evidence_label': 'SUPPORTS', 'article': 'Albedo', 'evidence': '[citation needed] Arctic regions notably release more heat back into space than what they absorb, effectively cooling the Earth.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Albedo:59', 'evidence_label': 'SUPPORTS', 'article': 'Albedo', 'evidence': 'A layer of snowfall increases local albedo, reflecting away sunlight, leading to local cooling.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Albedo:84', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Albedo', 'evidence': 'The water vapor causes cooling on the land surface, causes heating where it condenses, acts a strong greenhouse gas, and can increase albedo when it condenses into clouds.', 'entropy': 0.6931471805599453, 'votes': ['SUPPORTS', 'REFUTES', None, None, None]}, {'evidence_id': 'Little Ice Age:162', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Little Ice Age', 'evidence': ""Orbital forcing from cycles in the earth's orbit around the sun has, for the past 2,000 years, caused a long-term northern hemisphere cooling trend that continued through the Middle Ages and the Little Ice Age."", 'entropy': 0.6931471805599453, 'votes': ['REFUTES', 'SUPPORTS', None, None, None]}]",REFUTES,"Asserts a long-term cooling trend from albedo, which disputes the claim of recent global warming.",0.78
1440,2916,If Senator Wong was really serious about her  science she would stop breathing because you inhale air that's got 385  parts per million carbon dioxide in it,REFUTES,"[{'evidence_id': 'Air pollution:25', 'evidence_label': 'REFUTES', 'article': 'Air pollution', 'evidence': ""CO 2 currently forms about 410 parts per million (ppm) of earth's atmosphere, compared to about 280 ppm in pre-industrial times, and billions of metric tons of CO 2 are emitted annually by burning of fossil fuels."", 'entropy': 0.6365141682948128, 'votes': ['REFUTES', 'REFUTES', 'SUPPORTS', None, None]}, {'evidence_id': 'Indoor air quality:115', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Indoor air quality', 'evidence': 'European standards limit carbon dioxide to 3,500 ppm.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Natural gas:79', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Natural gas', 'evidence': 'Excluding water vapor, about half of landfill gas is methane and most of the rest is carbon dioxide, with small amounts of nitrogen, oxygen, and hydrogen, and variable trace amounts of hydrogen sulfide and siloxanes.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Respiratory system:131', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Respiratory system', 'evidence': 'Similarly, since the blood arriving in the alveolar capillaries has a partial pressure of CO2 of also about 6\xa0kPa (45\xa0mmHg), whereas that of the alveolar air is 5.3\xa0kPa (40\xa0mmHg), there is a net movement of carbon dioxide out of the capillaries into the alveoli.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'REFUTES', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Respiratory system:177', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Respiratory system', 'evidence': 'Thus at sea level, where the ambient atmospheric pressure is about 100\xa0kPa, the moistened air that flows into the lungs from the trachea consists of water vapor (6.3\xa0kPa), nitrogen (74.0\xa0kPa), oxygen (19.7\xa0kPa) and trace amounts of carbon dioxide and other gases (a total of 100\xa0kPa).', 'entropy': 1.0986122886681096, 'votes': ['SUPPORTS', 'REFUTES', 'NOT_ENOUGH_INFO', None, None]}]",REFUTES,Mocks climate concerns by implying CO2 levels (385 ppm) are harmless and therefore disputes taking global-warming science seriously.,0.83
1027,2086,Extreme weather isn't caused by global warming,REFUTES,"[{'evidence_id': 'Extreme weather:179', 'evidence_label': 'REFUTES', 'article': 'Extreme weather', 'evidence': 'Extreme Weather Prompts Unprecedented Global Warming Alert.', 'entropy': 0.5623351446188083, 'votes': ['REFUTES', 'NOT_ENOUGH_INFO', 'REFUTES', None, 'REFUTES']}, {'evidence_id': 'Extreme weather:65', 'evidence_label': 'REFUTES', 'article': 'Extreme weather', 'evidence': 'Scientists attribute extreme weather to man-made climate change.', 'entropy': 0.0, 'votes': ['REFUTES', 'REFUTES', 'REFUTES', None, 'REFUTES']}, {'evidence_id': 'Extreme weather:66', 'evidence_label': 'REFUTES', 'article': 'Extreme weather', 'evidence': 'Researchers have for the first time attributed recent floods, droughts and heat waves, to human-induced climate change.', 'entropy': 0.0, 'votes': ['REFUTES', 'REFUTES', 'REFUTES', None, 'REFUTES']}, {'evidence_id': 'Global warming:362', 'evidence_label': 'REFUTES', 'article': 'Global warming', 'evidence': 'Climate change is more accurate scientifically to describe the various effects of greenhouse gases on the world because it includes extreme weather, storms and changes in rainfall patterns, ocean acidification and sea level."".', 'entropy': 0.5623351446188083, 'votes': ['REFUTES', 'NOT_ENOUGH_INFO', 'REFUTES', None, 'REFUTES']}, {'evidence_id': 'Global warming:9', 'evidence_label': 'REFUTES', 'article': 'Global warming', 'evidence': 'The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.', 'entropy': 0.0, 'votes': ['REFUTES', 'REFUTES', 'REFUTES', None, 'REFUTES']}]",REFUTES,"Asserts that extreme weather is not caused by global warming, denying a key consequence of ongoing climate change.",0.88
1215,2453,"""The killer proof that CO2 does not drive climate is to be found during the Ordovician- Silurian and the Jurassic-Cretaceous periods when CO2 levels were greater than 4000 ppmv (parts per million by volume) and about 2000 ppmv respectively.",NOT_ENOUGH_INFO,"[{'evidence_id': 'Devonian:0', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Devonian', 'evidence': 'The Devonian (/dɪˈvoʊn.i.ən, də-, dɛ-/ dih-VOH-nee-ən, də-, deh-) is a geologic period and system of the Paleozoic, spanning 60\xa0million years from the end of the Silurian, 419.2 million years ago (Mya), to the beginning of the Carboniferous, 358.9 Mya.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'REFUTES', None, None, None]}, {'evidence_id': 'Jurassic:0', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Jurassic', 'evidence': 'The Jurassic (/dʒʊˈræs.ɪk/ juu-RASS-ik; from the Jura Mountains) is a geologic period and system that spanned 56 million years from the end of the Triassic Period 201.3 million years ago (Mya) to the beginning of the Cretaceous Period 145 Mya.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Ordovician:1', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Ordovician', 'evidence': 'The Ordovician spans 41.6 million years from the end of the Cambrian Period 485.4 million years ago (Mya) to the start of the Silurian Period 443.8 Mya.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Silurian:0', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Silurian', 'evidence': 'The Silurian (/sɪˈljʊər.i.ən, saɪ-/ sih-LYOOR-ee-ən, sy-) is a geologic period and system spanning 24.6 million years from the end of the Ordovician Period, at 443.8 million years ago (Mya), to the beginning of the Devonian Period, 419.2 Mya.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Triassic:0', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Triassic', 'evidence': 'The Triassic (/traɪˈæs.ɪk/ try-ASS-ik) is a geologic period and system which spans 50.6 million years from the end of the Permian Period 251.9 million years ago (Mya), to the beginning of the Jurassic Period 201.3 Mya.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'REFUTES', None, None, None]}]",REFUTES,Asserts CO2 does not drive climate by citing ancient high-CO2 periods as evidence against greenhouse-driven warming.,0.85
847,1744,The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,SUPPORTS,"[{'evidence_id': 'IPCC Fourth Assessment Report:79', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'IPCC Fourth Assessment Report', 'evidence': 'The mid-points of the sea level rise estimates are within ±10% of those from the TAR; but the range has narrowed.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Past sea level:41', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Past sea level', 'evidence': 'The current rise in sea level observed from tide gauges, of about 1.8\xa0mm/yr, is within the estimate range from the combination of factors above, but active research continues in this field.', 'entropy': 1.0986122886681096, 'votes': ['REFUTES', 'NOT_ENOUGH_INFO', 'SUPPORTS', None, None]}, {'evidence_id': 'Sea level rise:155', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Sea level rise', 'evidence': 'Semi-empirical sea level models rely on statistical techniques, using relationships between observed (contributions to) global mean sea level and global mean temperature.', 'entropy': 0.6365141682948128, 'votes': ['REFUTES', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Sea level rise:171', 'evidence_label': 'SUPPORTS', 'article': 'Sea level rise', 'evidence': 'For instance, Mercer published a study in 1978 predicting that anthropogenic carbon dioxide warming and its potential effects on climate in the 21st century could cause a sea level rise of around 5 metres (16\xa0ft) from melting of the West Antarctic ice-sheet alone.', 'entropy': 0.6365141682948128, 'votes': ['SUPPORTS', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Sea-level curve:3', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Sea-level curve', 'evidence': 'Their sea-level curve was based on seismic and biostratigraphic data accumulated during petroleum exploration.', 'entropy': 0.0, 'votes': ['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None]}]",SUPPORTS,"Rejects the claim that sea level isn't rising and affirms that observations show rising seas, supporting ongoing global warming.",0.88
23,57,"Earth’s mean temperature over the last 2,000 years shows two previous periods when temperatures were warmer than they are now; from 1–200 A.D., an epoch called the Roman Warm Period, and more recently the Medieval Warm Period from 900–1100 A.D.",SUPPORTS,"[{'evidence_id': 'Medieval Warm Period:0', 'evidence_label': 'SUPPORTS', 'article': 'Medieval Warm Period', 'evidence': 'The Medieval Warm Period (MWP) also known as the Medieval Climate Optimum, or Medieval Climatic Anomaly was a time of warm climate in the North Atlantic region lasting from c.\u2009950 to c.\u20091250.', 'entropy': 0.6365141682948128, 'votes': ['SUPPORTS', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Medieval Warm Period:10', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Medieval Warm Period', 'evidence': '1250, during the European Middle Ages.', 'entropy': 0.0, 'votes': ['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Medieval Warm Period:13', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Medieval Warm Period', 'evidence': '1200 AD, and was followed by a decline of temperature levels till between c.\u20091500 and c.\u20091700 the coldest phase since the last ice age occurred.""', 'entropy': 1.0986122886681096, 'votes': ['REFUTES', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Medieval Warm Period:6', 'evidence_label': 'SUPPORTS', 'article': 'Medieval Warm Period', 'evidence': ""It is thought that between c.\u2009950 and c.\u20091100 was the Northern Hemisphere's warmest period since the Roman Warm Period."", 'entropy': 0.6365141682948128, 'votes': ['SUPPORTS', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Medieval Warm Period:9', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Medieval Warm Period', 'evidence': 'The Medieval Warm Period (MWP) is generally thought to have occurred from c.\u2009950–c.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}]",REFUTES,"Claims past centuries were warmer than today, implying recent warming is not occurring or is not unusual.",0.82
43,96,"The IPCC, the Intergovernmental Panel on Climate Change, which is sort of the voice of the consensus, concedes that there has been no increase in extreme weather events.",REFUTES,"[{'evidence_id': 'Intergovernmental Panel on Climate Change:0', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Intergovernmental Panel on Climate Change', 'evidence': 'The Intergovernmental Panel on Climate Change (IPCC) is an intergovernmental body of the United Nations that is dedicated to providing the world with objective, scientific information relevant to understanding the scientific basis of the risk of human-induced climate change, its natural, political, and economic impacts and risks, and possible response options.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Intergovernmental Panel on Climate Change:14', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Intergovernmental Panel on Climate Change', 'evidence': 'The IPCC provides an internationally accepted authority on climate change, producing reports that have the agreement of leading climate scientists and consensus from participating governments.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Intergovernmental Panel on Climate Change:159', 'evidence_label': 'REFUTES', 'article': 'Intergovernmental Panel on Climate Change', 'evidence': '""Impacts [of climate change] will very likely increase due to increased frequencies and intensities of some extreme weather events"".', 'entropy': 0.0, 'votes': ['REFUTES', 'REFUTES', None, None, None]}, {'evidence_id': 'Scientific consensus on climate change:228', 'evidence_label': 'REFUTES', 'article': 'Scientific consensus on climate change', 'evidence': 'The letter goes on to warn of predicted impacts on the United States such as sea level rise and increases in extreme weather events, water scarcity, heat waves, wildfires, and the disturbance of biological systems.', 'entropy': 0.0, 'votes': ['REFUTES', 'REFUTES', None, None, None]}, {'evidence_id': 'Scientific consensus on climate change:301', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Scientific consensus on climate change', 'evidence': 'Joint Science Academies\' statement, 2001: ""The work of the Intergovernmental Panel on Climate Change (IPCC) represents the consensus of the international scientific community on climate change science.', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None]}]",REFUTES,"Asserts there has been no increase in extreme weather events, denying a key form of evidence for recent global warming.",0.8
1228,2484,"The world has entered a 'cold mode' which is likely to bring a global dip in temperatures which will last for 20 to 30 years, they say.",REFUTES,"[{'evidence_id': 'Climate change mitigation:355', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Climate change mitigation', 'evidence': 'One of the targets that has been suggested is to limit the future increase in global mean temperature (global warming) to below 2\xa0°C, relative to the pre-industrial level.', 'entropy': 0.6931471805599453, 'votes': [None, 'NOT_ENOUGH_INFO', 'REFUTES', None, None]}, {'evidence_id': 'Climate change mitigation:37', 'evidence_label': 'REFUTES', 'article': 'Climate change mitigation', 'evidence': 'They say that even if all the current pledges will be accomplished there is a chance for a 4.5 degree temperature rise in decades.', 'entropy': 0.0, 'votes': [None, 'REFUTES', 'REFUTES', None, None]}, {'evidence_id': 'Climate:108', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Climate', 'evidence': 'Increases in greenhouse gases, such as by volcanic activity, can increase the global temperature and produce an interglacial period.', 'entropy': 0.6931471805599453, 'votes': [None, 'NOT_ENOUGH_INFO', 'REFUTES', None, None]}, {'evidence_id': 'Climate:115', 'evidence_label': 'REFUTES', 'article': 'Climate', 'evidence': 'These models predict an upward trend in the global mean surface temperature, with the most rapid increase in temperature being projected for the higher latitudes of the Northern Hemisphere.', 'entropy': 0.0, 'votes': [None, 'REFUTES', 'REFUTES', None, None]}, {'evidence_id': 'Sea surface temperature:89', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Sea surface temperature', 'evidence': 'At heights near the tropopause, the 30-year average temperature (as measured in the period encompassing 1961 through 1990) was −77\xa0°C (−132\xa0°F).', 'entropy': 0.0, 'votes': [None, 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None]}]",REFUTES,"Asserts the planet is entering a multi-decade cooling phase, contradicting ongoing global warming.",0.88
620,1360,"In fact, the trend, while not statistically significant, is downward.”",SUPPORTS,"[{'evidence_id': 'Hysterectomy:703', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Hysterectomy', 'evidence': '""Hysterectomy Procedures Pacing A Downward Trend"".', 'entropy': 0.6931471805599453, 'votes': ['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None]}, {'evidence_id': 'Solar cycle:107', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Solar cycle', 'evidence': 'Another series based on the ACRIM data is produced by the PMOD group and shows a −0.008%/decade downward trend.', 'entropy': 0.6931471805599453, 'votes': ['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None]}, {'evidence_id': 'Uptick rule:79', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Uptick rule', 'evidence': 'One empirical study found no statistically significant link between the uptick rule and the rates of price decline.', 'entropy': 0.6931471805599453, 'votes': ['REFUTES', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Usage share of operating systems:163', 'evidence_label': 'SUPPORTS', 'article': 'Usage share of operating systems', 'evidence': 'Recent weekly data shows a downward trend for desktops.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Usage share of operating systems:35', 'evidence_label': 'SUPPORTS', 'article': 'Usage share of operating systems', 'evidence': 'Gartner\'s own press release said, ""Apple continued its downward trend with a decline of 7.7 percent in the second quarter of 2016"", which is their decline, based on absolute number of units, that underestimates the relative decline (with the market increasing), along with the misleading ""1.7 percent [point]"" decline.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}]",REFUTES,"Asserts the trend is downward (cooling), disputing ongoing warming despite noting lack of statistical significance.",0.86
398,864,"“[Carbon dioxide] just crossed 400 parts per million, and high-end estimates extrapolating from current trends suggest it will hit 1,000 ppm by 2100.",SUPPORTS,"[{'evidence_id': 'Carbon dioxide:579', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Carbon dioxide', 'evidence': 'For an ideal gas mixture this is equivalent to parts per million by volume (ppmv).', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Eocene:22', 'evidence_label': 'SUPPORTS', 'article': 'Eocene', 'evidence': 'For contrast, today the carbon dioxide levels are at 400 ppm or 0.04%.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Greenhouse effect:52', 'evidence_label': 'SUPPORTS', 'article': 'Greenhouse effect', 'evidence': 'Measurements of CO 2 from the Mauna Loa observatory show that concentrations have increased from about 313 parts per million (ppm) in 1960, passing the 400 ppm milestone on May 9, 2013.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Greenhouse gas:111', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Greenhouse gas', 'evidence': 'Carbon dioxide mole fractions in the atmosphere have gone up by approximately 35 percent since the 1900s, rising from 280 parts per million by volume to 387 parts per million in 2009.', 'entropy': 0.6931471805599453, 'votes': ['SUPPORTS', 'REFUTES', None, None, None]}, {'evidence_id': 'Greenhouse gas:547', 'evidence_label': 'SUPPORTS', 'article': 'Greenhouse gas', 'evidence': 'The oft-cited Mauna Loa average for 2012 is 393.8 ppm, which is a good approximation although typically about 1 ppm higher than the spatial average given above.', 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}]",SUPPORTS,"Reports rising atmospheric CO2 and continued increases, which imply enhanced greenhouse forcing and support ongoing global warming.",0.86
1258,2540,"In other words, there is as yet no incontrovertible  proof either of the greenhouse effect, or its connection with alleged  global warming.",DISPUTED,"[{'evidence_id': 'Climate change denial:0', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Climate change denial', 'evidence': 'Play media Climate change denial, or global warming denial is denial, dismissal, or unwarranted doubt that contradicts the scientific consensus on climate change, including the extent to which it is caused by humans, its effects on nature and human society, or the potential of adaptation to global warming by human actions.', 'entropy': 0.0, 'votes': ['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None]}, {'evidence_id': 'Climate change denial:221', 'evidence_label': 'SUPPORTS', 'article': 'Climate change denial', 'evidence': ""There is no convincing scientific evidence that human release of carbon dioxide, methane, or other greenhouse gases is causing or will, in the foreseeable future, cause catastrophic heating of the Earth's atmosphere and disruption of the Earth's climate."", 'entropy': 0.0, 'votes': ['SUPPORTS', 'SUPPORTS', None, None, None]}, {'evidence_id': 'Intergovernmental Panel on Climate Change:157', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Intergovernmental Panel on Climate Change', 'evidence': '""Robust findings"" of the Synthesis report include: ""Warming of the climate system is unequivocal, as is now evident from observations of increases in global average air and ocean temperatures, widespread melting of snow and ice and rising global average sea level"".', 'entropy': 0.6931471805599453, 'votes': ['NOT_ENOUGH_INFO', 'REFUTES', None, None, None]}, {'evidence_id': 'James Hansen:120', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'James Hansen', 'evidence': 'He argued that if the temperature rose 0.4 °C above the 1950–1980 mean for a few years, it would be the ""smoking gun"" pointing to human-caused global warming.', 'entropy': 0.0, 'votes': ['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None]}, {'evidence_id': 'James Hansen:172', 'evidence_label': 'REFUTES', 'article': 'James Hansen', 'evidence': 'Hansen testified that ""Global warming has reached a level such that we can ascribe with a high degree of confidence a cause and effect relationship between the greenhouse effect and observed warming...It is already happening now"" and ""The greenhouse effect has been detected and it is changing our climate now...We already reached the point where the greenhouse effect is important.""', 'entropy': 0.0, 'votes': ['REFUTES', 'REFUTES', None, None, None]}]",REFUTES,"Asserts lack of definitive proof for the greenhouse effect and its link to global warming, thereby disputing the reality/causation of recent warming.",0.85
559,1235,"“During ice ages, caused by wobbles in the Earth’s orbit, sea levels dropped more than 400 feet as ice piled up on land.",SUPPORTS,"[{'evidence_id': 'Earth:393', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Earth', 'evidence': 'The ice shields of Antarctica and Greenland are counted as land, even though much of the rock that supports them lies below sea level.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Ice age:105', 'evidence_label': 'NOT_ENOUGH_INFO', 'article': 'Ice age', 'evidence': 'Sea levels drop due to the removal of large volumes of water above sea level in the icecaps.', 'entropy': 1.0986122886681096, 'votes': ['SUPPORTS', 'REFUTES', 'NOT_ENOUGH_INFO', None, None]}, {'evidence_id': 'Ice age:172', 'evidence_label': 'SUPPORTS', 'article': 'Ice age', 'evidence': 'During the last glacial period the sea-level has fluctuated 20–30\xa0m as water was sequestered, primarily in the Northern Hemisphere ice sheets.', 'entropy': 0.6365141682948128, 'votes': ['NOT_ENOUGH_INFO', 'SUPPORTS', 'SUPPORTS', None, None]}, {'evidence_id': 'Ice age:250', 'evidence_label': 'SUPPORTS', 'article': 'Ice age', 'evidence': 'During glaciation, water was taken from the oceans to form the ice at high latitudes, thus global sea level dropped by about 110 meters, exposing the continental shelves and forming land-bridges between land-masses for animals to migrate.', 'entropy': 0.6365141682948128, 'votes': ['SUPPORTS', 'REFUTES', 'SUPPORTS', None, None]}, {'evidence_id': 'Quaternary glaciation:31', 'evidence_label': 'SUPPORTS', 'article': 'Quaternary glaciation', 'evidence': 'Due to the volume of ice on land, sea level was about 120 meters lower than present.', 'entropy': 0.6365141682948128, 'votes': ['SUPPORTS', 'NOT_ENOUGH_INFO', 'SUPPORTS', None, None]}]",SUPPORTS,"Describes large past climate changes and associated sea-level shifts, supporting that Earth's climate changes over time.",0.8
